HH 30y or less,HH Female Married,HH 65y or more,HH Female Widow,HH Disabled or chronically ill,HH Minimal education,HH Advanced education,HH Intermediate education,Working age members,Disabled working age members,HH Size,HH Size_sq,Dependency ratio,Owns a car,HH lives in rural area,Governorate_Mafraq,Governorate_Amman,Governorate_Tafila,Governorate_Zarqa,Governorate_Balqa,Governorate_Maan,Governorate_Aqaba,Governorate_Karak,Governorate_Jerash,Governorate_Madaba,Governorate_Ajloun,SCORE,id_transfer,weights,caseser
0,0,0,0,0,1,0,0,8,0,8,64,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.515703361,2571,144.518495,3424079
0,0,1,0,0,0,1,0,1,0,3,9,2,1,1,0,0,0,0,0,0,0,1,0,0,0,6.093258069,2572,37.86974232,3121175
0,0,0,0,0,0,1,0,4,0,5,25,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,6.045409431,2573,475.9608057,3119631
0,0,0,0,0,1,0,0,5,0,6,36,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.013176921,2574,90.53864503,2115369
0,0,0,0,0,0,0,1,2,0,6,36,2,1,0,0,1,0,0,0,0,0,0,0,0,0,5.96142825,2575,551.6315544,1104761
0,0,0,0,0,0,0,1,2,0,6,36,2,1,0,0,1,0,0,0,0,0,0,0,0,0,4.835647656,2576,281.3744368,1100525
0,0,0,0,0,0,0,1,2,0,6,36,2,1,0,0,1,0,0,0,0,0,0,0,0,0,5.037442296,2577,770.7970249,1103159
0,0,0,0,0,0,1,0,2,0,5,25,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,5.503425248,2578,102.0762163,2114679
0,0,0,1,0,1,0,0,4,0,5,25,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,5.091148548,2579,42.50028221,1411855
0,0,1,0,0,0,0,0,2,0,4,16,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5.100500458,2580,36.65118469,3222141
0,0,0,0,0,1,0,0,5,0,6,36,0.2,1,1,0,0,0,0,1,0,0,0,0,0,0,4.651174198,2581,198.8670585,1207641
0,0,0,0,0,0,1,0,4,0,6,36,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.699589813,2582,525.4778147,2112255
0,0,0,0,0,1,0,0,4,0,6,36,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,4.954521751,2583,242.0575101,1310851
0,0,0,0,0,1,0,0,4,0,7,49,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,4.970995651,2584,143.9398629,2114851
1,0,0,0,0,1,0,0,2,0,3,9,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,5.146503914,2585,159.4422759,3120821
1,0,0,0,0,1,0,0,2,0,3,9,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,5.321396021,2586,90.73456546,3121036
0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.852087255,2587,597.4936529,3424345
0,0,0,0,0,1,0,0,5,0,5,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.614203682,2588,150.0917079,3221925
0,0,0,0,0,1,0,0,2,0,3,9,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,5.429578061,2589,287.8170558,3221986
1,0,0,0,0,1,0,0,2,0,4,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.123428707,2590,92.36429843,2215599
1,0,0,0,0,1,0,0,2,0,4,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.172817483,2591,89.20391014,2217701
0,0,0,1,0,1,0,0,5,0,5,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.959302102,2592,144.8311791,3322765
0,0,0,1,0,0,0,0,2,0,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.535925512,2593,128.949994,3222121
0,0,0,0,0,1,0,0,1,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.09809791,2594,53.5296836,2217539
0,0,0,0,0,0,0,1,2,0,4,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5.347641492,2595,240.2822966,3119729
0,0,0,0,0,1,0,0,5,0,5,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.617574823,2596,684.0251901,3424191
1,0,0,0,0,1,0,0,2,0,4,16,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.845509417,2597,268.2624564,3424081
0,0,1,0,0,0,0,0,3,0,5,25,0.67,1,0,1,0,0,0,0,0,0,0,0,0,0,5.666591088,2598,78.30100615,2217485
1,0,0,0,0,0,0,0,4,0,5,25,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,4.533932116,2599,271.5520051,1310355
0,0,0,0,0,0,0,1,4,0,7,49,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,5.116605725,2600,467.3822093,1308605
0,0,0,0,0,0,0,1,4,0,7,49,0.75,1,1,0,0,0,0,0,1,0,0,0,0,0,4.734472984,2601,41.98775369,3323829
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.487990685,2602,130.1328364,1207695
0,0,0,1,0,0,0,0,2,0,3,9,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,6.18571468,2603,267.3582342,1103389
0,0,0,0,0,1,0,0,2,0,4,16,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5.050157937,2604,104.9708282,1207371
0,0,0,0,0,0,0,0,6,0,7,49,0.17,1,0,0,0,0,1,0,0,0,0,0,0,0,5.337340684,2605,474.3573194,1310001
0,0,1,0,0,0,0,0,2,0,4,16,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5.19568741,2606,86.75522425,1207701
0,0,0,0,0,1,0,0,6,0,7,49,0.17,1,1,0,0,0,0,0,1,0,0,0,0,0,4.89646074,2607,221.5966955,3323379
0,0,0,0,0,0,0,0,3,0,4,16,0.33,0,0,0,1,0,0,0,0,0,0,0,0,0,5.126806386,2608,352.3504317,1100389
0,0,0,0,0,1,0,0,5,0,7,49,0.4,1,1,0,0,0,0,0,0,0,0,1,0,0,5.054744172,2609,86.16454339,2318399
1,0,0,0,0,1,0,0,2,0,4,16,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4.599992373,2610,157.7214946,1309519
0,0,0,0,0,0,0,1,4,0,7,49,0.75,1,1,0,0,0,0,0,0,0,0,0,1,0,4.507985788,2611,23.71249334,1411995
0,0,1,0,0,0,0,0,2,0,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.297710242,2612,83.55688477,2115159
0,0,0,0,0,1,0,0,2,0,3,9,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,5.385027259,2613,100.9682674,3120235
0,0,1,0,0,1,0,0,2,0.5,4,16,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5.317148885,2614,129.1948654,1207329
0,0,0,0,0,1,0,0,2,0,4,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.74846561,2615,166.2557372,2215631
0,0,0,0,0,1,0,0,2,0,4,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.507799676,2616,69.32215326,2216259
0,0,0,0,0,1,0,0,2,0,4,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.156456863,2617,60.10594682,2217715
0,0,0,0,0,1,0,0,7,0,7,49,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4.58992762,2618,71.49305893,3120275
0,0,0,0,0,0,1,0,2,0,4,16,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5.27457706,2619,86.79456635,1207021
0,0,0,0,0,0,1,0,2,0,4,16,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4.926714906,2620,135.9754194,1207109
0,0,0,1,0,0,0,0,3,0,3,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.292151799,2621,58.55112208,3121519
0,0,0,1,0,0,0,0,7,0,7,49,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.681727442,2622,58.69114516,3323439
0,0,0,0,0,0,1,0,4,0,6,36,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,5.868759471,2623,924.7331953,1104275
0,0,0,0,0,0,1,0,4,0,6,36,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,6.206389803,2624,116.5162548,3120411
0,0,0,0,0,0,1,0,2,0,4,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.235479333,2625,47.71682775,1411845
0,0,0,0,0,0,0,0,6,0,6,36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.445400384,2626,232.7189314,3119839
0,0,0,0,0,0,1,0,4,0,7,49,0.75,1,0,0,1,0,0,0,0,0,0,0,0,0,4.88298016,2627,183.9398267,1103015
0,0,0,0,0,0,0,1,2,0,5,25,1.5,1,1,0,0,0,0,0,1,0,0,0,0,0,4.991140907,2628,234.5353183,3323319
0,0,0,1,0,1,0,0,3,0,4,16,0.33,0,1,0,0,0,0,0,0,0,0,0,0,0,4.702539952,2629,56.10395927,2115339
0,0,0,0,0,1,0,0,5,0,6,36,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.737989824,2630,1286.746956,2112725
0,0,0,0,0,0,1,0,2,0,4,16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.358142787,2631,160.7742905,2217085
0,0,0,0,0,0,1,0,2,0,4,16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.132958494,2632,111.3946529,2217095
0,0,0,0,0,1,0,0,5,0,7,49,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,5.334098482,2633,1069.393447,2112173
0,0,0,0,0,0,1,0,3,0,5,25,0.67,1,0,0,1,0,0,0,0,0,0,0,0,0,6.231132488,2634,1030.033696,1104292
0,0,1,1,0,0,0,0,2,0,3,9,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,5.118482542,2635,112.6476789,3222001
0,0,0,0,0,1,0,0,4,0,6,36,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,4.676997815,2636,434.4511348,1309009
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.551000654,2637,82.65037619,2418861
0,0,1,0,0,0,1,0,1,0,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.828845608,2638,226.8774146,2113339
0,0,0,0,0,1,0,0,4,0,7,49,0.75,1,0,0,0,0,0,0,0,0,0,0,0,1,5.359779285,2639,138.7823624,2418961
0,0,1,1,0,0,0,0,2,0,3,9,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,4.687509741,2640,134.6835558,3323669
0,0,0,0,0,1,0,0,7,0,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.004510623,2641,231.7686358,2113139
0,0,0,0,0,0,1,0,4,0,6,36,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.773274137,2642,466.2941121,1100721
0,0,0,0,0,0,1,0,4,0,7,49,0.75,1,1,0,1,0,0,0,0,0,0,0,0,0,5.484415347,2643,69.5932097,1105849
0,0,0,0,0,1,0,0,6,0,8,64,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,5.267322152,2644,532.0875985,2112581
0,0,0,0,0,1,0,0,2,0,4,16,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4.714109476,2645,70.48998427,1309549
0,0,0,0,0,1,0,0,2,0,4,16,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4.534131251,2646,225.3021484,1310921
0,0,0,0,0,0,1,0,5,0,8,64,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,5.126911989,2647,349.9574359,1103365
0,0,0,0,0,0,1,0,3,0,4,16,0.33,0,0,0,0,1,0,0,0,0,0,0,0,0,4.91278265,2648,165.2795593,3221991
0,0,1,0,1,0,0,0,2,0,5,25,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,4.713214721,2649,994.1969137,1101451
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.016210604,2650,68.31242985,2217791
0,0,0,0,0,1,0,0,6,0,8,64,0.33,1,0,0,1,0,0,0,0,0,0,0,0,0,5.058554293,2651,575.8983917,1103351
0,0,0,1,0,0,0,0,2,0,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.069757088,2652,67.19481881,3323285
0,0,1,0,0,0,0,0,3,0,5,25,0.67,1,1,0,1,0,0,0,0,0,0,0,0,0,4.722962047,2653,45.44532948,1106299
0,0,0,0,0,1,0,0,4,0,4,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.660619928,2654,371.3619519,1206749
0,0,0,0,0,0,0,1,3,0,6,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.629537473,2655,73.31009856,2216581
0,0,0,0,0,1,0,0,5,0,7,49,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,5.039836395,2656,1023.963288,1101555
1,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.848815189,2657,601.054303,1100871
1,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.500488951,2658,377.3082117,1102019
1,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.341991253,2659,82.08665797,1105471
0,0,1,0,0,0,0,0,6,0,7,49,0.17,1,1,0,0,0,0,0,0,0,0,0,1,0,4.891492905,2660,39.45987218,1411495
0,0,0,0,0,1,0,0,5,0,6,36,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.769492609,2661,454.4800951,1100285
0,0,0,0,0,1,0,0,5,0,6,36,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,5.450688359,2662,977.4721494,1101115
0,0,0,0,0,1,0,0,5,0,6,36,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,5.056132894,2663,422.5390678,1101715
0,0,0,0,0,0,0,1,5,0,7,49,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,4.604834194,2664,328.8818354,1100295
0,0,0,1,0,1,0,0,3,0,5,25,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,5.491543221,2665,578.4329433,2112975
0,0,1,0,0,1,0,0,1,0,3,9,2,1,1,0,0,0,0,0,0,0,1,0,0,0,5.557322773,2666,84.96416547,3121155
0,0,1,1,0,0,0,0,3,0,4,16,0.33,0,1,0,0,0,0,0,0,0,0,1,0,0,5.264518209,2667,994.4437894,2317901
0,0,1,0,0,0,0,0,6,0,7,49,0.17,0,0,0,0,0,1,0,0,0,0,0,0,0,4.898466734,2668,1053.757508,1308989
0,0,0,0,0,0,0,0,3,0.333,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.298852681,2669,342.1079523,2112295
0,0,1,1,0,0,0,0,3,0,4,16,0.33,0,1,0,0,0,0,0,1,0,0,0,0,0,4.883942686,2670,67.94062492,3322909
0,0,1,0,0,0,0,0,2,0,4,16,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5.569747191,2671,79.08704322,1206921
0,0,0,0,0,1,0,0,6,0.333,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.335442533,2672,982.9833748,2112472
0,0,0,0,0,0,1,0,2,0,5,25,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,5.01290114,2673,337.6430671,1101391
0,0,0,0,0,1,0,0,5,0,6,36,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.74661059,2674,503.2114732,1309115
0,0,0,0,0,1,0,0,4,0,6,36,0.5,1,1,0,0,0,0,0,0,0,0,0,1,0,5.632656397,2675,100.8938991,1411829
0,0,1,0,0,0,0,0,2,0,3,9,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,5.39734716,2676,65.07721664,1412055
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.200983678,2677,139.7946138,2215611
0,0,0,0,0,0,0,1,2,0,6,36,2,1,0,0,0,0,1,0,0,0,0,0,0,0,5.18569249,2678,698.3240069,1309411
0,0,0,0,0,0,1,0,5,0,6,36,0.2,1,1,0,1,0,0,0,0,0,0,0,0,0,5.603614471,2679,100.3915573,1105951
0,0,0,0,0,0,0,1,2,0,5,25,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,5.881386059,2680,196.1258159,1206671
0,0,0,0,0,0,0,1,2,0,5,25,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,4.739997075,2681,803.4261508,1208151
0,0,1,0,0,1,0,0,3,0,4,16,0.33,1,0,1,0,0,0,0,0,0,0,0,0,0,5.43955867,2682,59.87682963,2217391
0,0,0,1,0,1,0,0,5,0,6,36,0.2,1,1,1,0,0,0,0,0,0,0,0,0,0,6.323123352,2683,87.70669475,2217229
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.529100585,2684,581.4342002,1100099
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.945431808,2685,309.3389044,1100255
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.619719979,2686,512.0092211,1100501
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.14260751,2687,971.051971,1100625
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.290642587,2688,330.3285297,1101239
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.096892158,2689,874.6353088,1101509
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.998284237,2690,281.5899043,1101705
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.205393095,2691,524.6231663,1101765
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.107747322,2692,276.3794716,1102009
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.921358155,2693,515.1034835,1102071
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.632607017,2694,284.7834695,1102545
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.137198074,2695,574.5642642,1102945
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.090860724,2696,505.6255347,1103089
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.44084952,2697,189.4584881,1104401
0,0,0,0,0,1,0,0,4,0,6,36,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,5.201882674,2698,135.3429002,3120129
0,0,0,0,0,1,0,0,7,0,7,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.154398759,2699,674.921246,1100805
0,0,0,0,0,0,0,1,2,0,4,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.578903755,2700,63.76945355,2114931
0,0,0,0,0,0,1,0,2,0,5,25,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,5.582190212,2701,349.8512999,1411225
0,0,0,0,0,0,1,0,2,0,5,25,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,5.40200844,2702,47.71682775,1411849
0,0,0,0,0,1,0,0,3,0,5,25,0.67,1,1,0,0,0,0,0,1,0,0,0,0,0,4.599735981,2703,41.15795619,3323659
0,0,0,0,0,0,0,1,5,0,7,49,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.064166578,2704,180.7940307,2114901
0,0,1,1,0,0,0,1,5,0,9,81,0.8,1,1,0,1,0,0,0,0,0,0,0,0,0,4.874485055,2705,105.5160838,1106271
0,0,0,0,0,1,0,0,4,0,5,25,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,4.781870966,2706,296.3541994,1103101
0,0,1,0,0,1,0,0,2,0,4,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.262101732,2707,242.1460966,2113845
0,0,0,0,0,1,0,0,3,0,6,36,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.174929371,2708,437.9449941,1100031
0,0,0,1,0,1,0,0,5,0,7,49,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,4.498467869,2709,1192.150151,1308582
0,0,1,1,0,0,0,0,1,0,2,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6.395270046,2710,412.5008771,2317891
0,0,0,0,0,0,0,1,6,0,9,81,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,5.079236067,2711,255.5282832,2113271
0,0,0,0,0,1,0,0,2,0,4,16,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5.420417313,2712,55.06112016,3120345
0,0,0,0,0,1,0,0,2,0,4,16,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5.051125016,2713,116.5162548,3120419
0,0,0,0,0,1,0,0,2,0,4,16,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5.958494302,2714,46.25202563,3120571
0,0,0,0,0,1,0,0,2,0,4,16,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5.274705737,2715,28.55938335,3120975
0,0,0,0,0,1,0,0,2,0,4,16,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4.740784371,2716,34.03104091,3121101
0,0,0,0,0,1,0,0,2,0,4,16,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5.348254228,2717,36.41321377,3121215
0,0,0,0,0,0,1,0,2,0,4,16,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5.372304426,2718,125.7412695,1105639
0,0,1,1,0,0,0,0,5,0,6,36,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,5.091899387,2719,225.7936757,1102779
0,0,0,0,0,1,0,0,4,0,7,49,0.75,1,0,0,1,0,0,0,0,0,0,0,0,0,4.65127515,2720,330.3285297,1100541
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.838973389,2721,518.6329453,1308711
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.704077302,2722,336.961347,1309075
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.362908792,2723,409.4134253,1310015
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.332617081,2724,246.7135956,1310499
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.300695446,2725,140.8227857,1310745
0,0,0,0,0,0,0,0,2,0,3,9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.859377148,2726,281.4525047,2112331
0,0,1,1,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.287122538,2727,210.4812983,3322711
0,0,1,1,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.912783309,2728,191.7531777,3323519
0,0,0,0,0,0,0,1,5,0,7,49,0.4,1,1,0,0,0,0,1,0,0,0,0,0,0,4.667419591,2729,211.1712421,1207169
0,0,0,0,1,1,0,0,1,1,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.541413567,2730,389.0607177,1309021
0,0,0,0,0,0,0,0,5,0,6,36,0.2,1,0,0,0,0,0,0,0,0,0,0,1,0,5.25284896,2731,170.4928362,1411269
0,0,0,0,0,0,0,1,2,0,6,36,2,1,0,0,1,0,0,0,0,0,0,0,0,0,4.279763678,2732,523.5135627,1102522
0,0,0,0,0,0,0,1,7,0,8,64,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,5.371641764,2733,219.4742096,2114579
0,0,0,0,0,1,0,0,2,0,5,25,1.5,1,1,0,0,0,1,0,0,0,0,0,0,0,5.15926413,2734,47.09337451,1309429
0,0,0,0,0,0,0,0,3,0,4,16,0.33,1,0,1,0,0,0,0,0,0,0,0,0,0,5.301524033,2735,111.5568799,2215695
0,0,0,0,0,0,1,0,4,0,7,49,0.75,1,1,0,1,0,0,0,0,0,0,0,0,0,5.661332465,2736,85.14845244,1105649
0,0,0,0,0,1,0,0,4,0,6,36,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0289394,2737,586.6111544,2318221
1,0,0,0,0,1,0,0,2,0,3,9,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,4.833693374,2738,129.2205611,3323325
0,0,0,0,0,1,0,0,5,0,7,49,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,5.473018986,2739,244.8635343,2318239
0,0,0,0,0,1,0,0,4,0,7,49,0.75,1,0,0,1,0,0,0,0,0,0,0,0,0,4.383897839,2740,294.7931879,1100215
0,0,0,0,0,1,0,0,5,0,6,36,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,5.218426642,2741,894.7936075,1101895
0,0,0,0,0,1,0,0,4,0,6,36,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,4.078492424,2742,209.4428906,1310585
0,0,0,0,0,0,0,0,4,0,4,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.538651666,2743,112.4434053,2318331
0,0,0,0,0,1,0,0,3,0,6,36,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.583635064,2744,70.48998427,1309541
0,0,0,0,0,1,0,0,3,0,6,36,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.941722617,2745,158.0691263,1310915
0,0,0,0,0,0,1,0,2,0,3,9,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,6.516619781,2746,100.6196332,1208385
1,0,0,0,0,0,1,0,2,0,4,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.47853492,2747,391.8119786,2318199
0,0,0,0,0,1,0,0,2,0,5,25,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.916383575,2748,630.0959748,2113219
0,0,0,0,0,0,1,0,4,0,6,36,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,5.777785744,2749,127.5093628,1208509
0,0,0,0,0,0,0,1,5,0,7,49,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,6.405195195,2750,1059.683069,1104705
0,0,0,1,0,1,0,0,4,0,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.627663903,2751,748.6394133,3424179
0,0,0,0,0,1,0,0,5,0.2,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.241278806,2752,417.4008173,2112599
0,0,0,0,0,1,0,0,6,0,6,36,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4.737381165,2753,83.01218627,2217461
0,0,1,0,0,0,0,0,3,0,4,16,0.33,1,1,1,0,0,0,0,0,0,0,0,0,0,5.888337002,2754,111.9517197,2217565
0,0,0,0,0,0,0,0,2,0,3,9,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,5.241228761,2755,460.7834798,1101689
0,0,0,0,0,1,0,0,7,0,7,49,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.775514494,2756,547.0658398,1206651
0,0,0,0,0,1,0,0,2,0,3,9,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,4.846227348,2757,46.68768159,3323699
0,0,0,0,1,0,0,0,4,0.25,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.155098769,2758,934.1827817,2112401
0,0,0,0,0,1,0,0,2,0,5,25,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,4.416070407,2759,445.9435151,1100109
0,0,0,0,0,1,0,0,2,0,5,25,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,5.882015904,2760,564.7160527,1100895
